id,title,description,category,resolution,priority,scenario_id
99,Unauthorized privilege escalation detected for m.iyer,[TCK-17503] User m.iyer reports that audit logs show account m.iyer was granted administrator rights outside the normal approval workflow. Kindly look into this at the earliest.,Security,"Revoked the unauthorized admin rights from m.iyer, traced the change to a misconfigured group policy, and tightened the privileged-access approval controls.",Medium,7
100,Scheduled job failing on VM-BATCH-09,[TCK-66333] We are observing that the nightly batch job on VM-BATCH-09 has failed three consecutive runs with a non-zero exit code. Requesting priority attention from the relevant team.,Infrastructure,Found the cron job on VM-BATCH-09 was hitting a full /tmp; cleaned the directory and moved the job's scratch space to a larger volume.,High,5
101,Disk I/O saturation on PRD-DB-12,"[TCK-45669] Flagged during routine checks: PRD-DB-12 shows near-100% disk utilization with high I/O wait, stalling every service on the host. Please confirm root cause and next steps.",Infrastructure,Traced the I/O saturation on PRD-DB-12 to verbose debug logging writing synchronously; disabled debug logging and moved logs to a dedicated volume.,Medium,7
102,Storage volume nearly full,[TCK-75701] Ticket raised because the primary storage volume is at 96% capacity and writes are beginning to fail for several services. This is impacting daily work.,Storage,"Reclaimed space by purging expired snapshots and old logs, then extended the volume; utilization dropped to a safe 60%.",Low,1
103,File share \\fs01\operations inaccessible,[TCK-53437] Flagged during routine checks: users cannot access the network file share \\fs01\operations; it returns 'network path not found'. Please confirm root cause and next steps.,Storage,"The share service backing \\fs01\operations had crashed; restarted it, verified permissions, and remapped the share for affected users.",High,0
104,Scheduled job failing on K8S-NODE-15,[TCK-68979] Ticket raised because the nightly batch job on K8S-NODE-15 has failed three consecutive runs with a non-zero exit code. This is impacting daily work.,Infrastructure,Found the cron job on K8S-NODE-15 was hitting a full /tmp; cleaned the directory and moved the job's scratch space to a larger volume.,High,5
105,Service on port 5432 unreachable from Mumbai HQ,[TCK-75663] Support desk logged the following: users at Mumbai HQ cannot connect to an internal service on port 5432 although it works from other sites. Awaiting assignment to the right team.,Network,A routing change had removed the path from Mumbai HQ to the service subnet on port 5432; restored the missing route and confirmed connectivity from Mumbai HQ.,Low,8
106,NTP time drift on PRD-WEB-01,"[TCK-29692] Issue summary: PRD-WEB-01 clock has drifted several seconds, breaking token validation and log correlation. It started earlier today and has not self-resolved.",Infrastructure,Reconfigured chrony on PRD-WEB-01 to use the internal NTP pool and forced an immediate sync; drift returned to sub-millisecond.,Medium,4
107,Server PRD-APP-04 unresponsive after reboot,[TCK-83385] User a.patel reports that PRD-APP-04 failed to come back online following a scheduled reboot and is not responding to SSH or ping. Kindly look into this at the earliest.,Infrastructure,Console access to PRD-APP-04 showed a failed fstab mount blocking boot; corrected the mount entry and the host booted cleanly.,Low,1
108,Memory exhaustion on PRD-DB-11,[TCK-14138] Issue summary: PRD-DB-11 is reporting out-of-memory kills and the OOM killer has terminated critical services. It started earlier today and has not self-resolved.,Infrastructure,Increased the memory limit for the affected container on PRD-DB-11 and added a memory-usage alert at 80% to catch it earlier.,High,2
109,Firewall blocking port 22,[TCK-17360] We are observing that a required service is unreachable because traffic on port 22 appears to be blocked by the firewall. Requesting priority attention from the relevant team.,Network,Added an explicit firewall allow rule for port 22 scoped to the required source ranges and verified the service became reachable.,Medium,4
110,Service on port 9200 unreachable from Kolkata Branch,[TCK-40357] User a.kulkarni reports that users at Kolkata Branch cannot connect to an internal service on port 9200 although it works from other sites. Kindly look into this at the earliest.,Network,A routing change had removed the path from Kolkata Branch to the service subnet on port 9200; restored the missing route and confirmed connectivity from Kolkata Branch.,High,8
111,DHCP not assigning addresses at Pune Branch,[TCK-92258] Flagged during routine checks: new devices at Pune Branch are failing to get an IP address and fall back to self-assigned addresses. Please confirm root cause and next steps.,Network,"The DHCP scope for Pune Branch had exhausted its available leases; expanded the scope range and shortened the lease time, and devices began getting addresses again.",Low,7
112,analytics_mongo running out of connections,[TCK-90608] Flagged during routine checks: analytics_mongo is rejecting new connections with a 'too many connections' error during peak traffic. Please confirm root cause and next steps.,Database,Introduced a connection pooler in front of analytics_mongo and lowered per-service pool sizes; connection exhaustion no longer occurs at peak.,Medium,1
113,Role change access review for r.desai,[TCK-24518] Flagged during routine checks: user r.desai has moved teams and still holds permissions from their previous Inventory Manager role that need to be reconciled. Please confirm root cause and next steps.,Access Management,"Reviewed the entitlements for r.desai, removed the obsolete Inventory Manager permissions from the prior role, and assigned the correct role for their new team.",Low,7
114,Unpatched critical CVE on K8S-NODE-15,"[TCK-30753] Reported by the Mumbai HQ team: vulnerability scanning found a critical, actively-exploited CVE unpatched on K8S-NODE-15. Please investigate and resolve.",Security,Applied the vendor security patch to K8S-NODE-15 during an emergency change window and rescanned to confirm the CVE was remediated.,High,4
115,Expired TLS certificate on Billing Portal,[TCK-76441] Ticket raised because the TLS certificate for Billing Portal has expired and browsers are showing security warnings to all users. This is impacting daily work.,Security,"Reissued and installed a valid TLS certificate for Billing Portal, then configured auto-renewal via ACME to prevent recurrence.",Medium,3
116,Elevated access request for v.nair,[TCK-34721] Monitoring alerted us that user v.nair has requested temporary admin access to Inventory Manager to complete a project task. Escalating for investigation.,Access Management,Granted v.nair time-boxed elevated access to Inventory Manager via the privileged-access workflow with automatic expiry after 7 days.,Low,2
